"campanha","grupo","palavra_chave","status_atual","correspondencia","impressoes_30d","cliques_30d","ctr_30d","custo_30d_brl","conversoes_agregadas_30d","acao_proposta","classe_decisao","evidencia_risco","regra_revisao"
"S_BR_SP_MARCA","AG_MARCA","[dra amanda cirurgia plástica]","Ativado","Correspondência exata","3","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_MARCA","AG_MARCA","""cirurgiã dra amanda schroeder""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_MARCA","AG_MARCA","[amanda schroeder cirurgia plástica]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_MARCA","AG_MARCA","""dra amanda schroeder""","Ativado","Correspondência de frase","3","2","0.6667","1.96","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_MARCA","AG_MARCA","[dra amanda schroeder]","Ativado","Correspondência exata","9","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_MARCA","AG_MARCA","""amanda schroeder cirurgiã plástica""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","[cirurgiã plástica pinheiros]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","[cirurgião plástico facial são paulo]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","""consulta cirurgia plástica facial""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","[cirurgiã plástica são paulo]","Ativado","Correspondência exata","5","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","""cirurgiã plástica faria lima""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","""cirurgiã plástica em são paulo""","Ativado","Correspondência de frase","2258","101","0.0447","198.86","3","Manter sob observação","Observar","101 cliques e R$198,86; intenção ampla e termos de concorrente/convênio.","Revisar após 30 novos cliques atribuídos e negativas específicas; pausar frase se 0 contatos válidos."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","[especialista cirurgia plástica facial]","Ativado","Correspondência exata","10","3","0.3","5.22","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","[cirurgia plástica facial são paulo]","Ativado","Correspondência exata","11","1","0.0909","2.2","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","""cirurgia plástica facial em são paulo""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","""cirurgião plástico facial são paulo""","Ativado","Correspondência de frase","203","14","0.069","30.76","1","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","[cirurgia plástica faria lima]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_CIRURGIA_FACIAL","AG_CIRURGIA_FACIAL","""cirurgiã plástica em pinheiros""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[lifting facial]","Ativado","Correspondência exata","1322","34","0.0257","46.53","3","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""cirurgia de lifting facial""","Ativado","Correspondência de frase","309","16","0.0518","24.68","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[lifting de rosto]","Ativado","Correspondência exata","23","1","0.0435","1.04","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","[preço mini lifting facial]","Ativado","Correspondência exata","7","1","0.1429","1.11","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""mini lifting facial""","Ativado","Correspondência de frase","48","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","""valor lifting facial""","Ativado","Correspondência de frase","20","1","0.05","1.1","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[mini lifting facial]","Ativado","Correspondência exata","529","23","0.0435","32.06","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[cirurgião de lifting facial]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""lifting facial natural""","Ativado","Correspondência de frase","114","2","0.0175","2.41","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[lifting facial antes e depois]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","""lifting facial preço""","Ativado","Correspondência de frase","1","0","0","0","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""valor lifting facial""","Pausado","Correspondência de frase","1131","41","0.0363","54.92","0","Manter pausada","Não alterar","A intenção de preço já está isolada em AG_LIFTING_FACIAL_PRECO; reativar aqui canibalizaria o teste.","Não reativar enquanto o grupo de preço estiver ativo."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[ritidoplastia]","Ativado","Correspondência exata","245","7","0.0286","8.39","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""facelift são paulo""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","""mini lifting facial preço""","Ativado","Correspondência de frase","1","1","1","1.04","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""lifting facial preço""","Pausado","Correspondência de frase","481","28","0.0582","38.88","0","Manter pausada","Não alterar","A intenção de preço já está isolada em AG_LIFTING_FACIAL_PRECO; reativar aqui canibalizaria o teste.","Não reativar enquanto o grupo de preço estiver ativo."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[deep plane lifting]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","Especialista em Lifting Facial","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""ritidoplastia são paulo""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","[lifting facial preço]","Ativado","Correspondência exata","29","6","0.2069","6.28","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","[mini lifting facial preço]","Ativado","Correspondência exata","64","10","0.1563","16.47","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[cirurgia lifting facial]","Ativado","Correspondência exata","149","14","0.094","19.05","2","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","""quanto custa lifting facial""","Ativado","Correspondência de frase","60","5","0.0833","5.45","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[deep plane facelift]","Ativado","Correspondência exata","237","1","0.0042","1.46","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[facelift]","Ativado","Correspondência exata","133","3","0.0226","4.21","1","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""lifting facial""","Ativado","Correspondência de frase","4297","247","0.0575","348.38","8","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""especialista em lifting facial""","Ativado","Correspondência de frase","193","4","0.0207","6.71","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""deep plane facelift são paulo""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""lifting de rosto em são paulo""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","Mini Lifting Facial","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""lifting facial em são paulo""","Ativado","Correspondência de frase","1","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","[lifting facial são paulo]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL","""mini lifting facial preço""","Pausado","Correspondência de frase","580","35","0.0603","47.51","3","Manter pausada","Não alterar","A intenção de preço já está isolada em AG_LIFTING_FACIAL_PRECO; reativar aqui canibalizaria o teste.","Não reativar enquanto o grupo de preço estiver ativo."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","""preço mini lifting facial""","Ativado","Correspondência de frase","2","1","0.5","0.42","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","[quanto custa lifting facial]","Ativado","Correspondência exata","16","2","0.125","2.69","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
"S_BR_SP_LIFTING_FACIAL","AG_LIFTING_FACIAL_PRECO","[valor lifting facial]","Ativado","Correspondência exata","79","9","0.1139","10.48","0","Manter","Observar","Intenção direta de preço em grupo e página próprios; 36 cliques ainda insuficientes.","Rever após 50 novos cliques atribuídos ou 2 leads qualificados."
