"url","arquivo","status_http","redirects","canonical","robots_indexabilidade","presente_no_sitemap","title","meta_description","h1","h2_h3","schema_principal","inlinks","outlinks","cta_whatsapp","cta_rastreado","html_publico_bytes","recursos_pesados","teste_mobile","erros_riscos","prioridade","classificacao","fonte","observado_em_fuso","metodo","periodo","limitacao","confianca"
"https://draamandaschroeder.com.br/conteudos/recuperacao-lifting-facial/","conteudos/recuperacao-lifting-facial/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/recuperacao-lifting-facial/","permitida; sem noindex/X-Robots impeditivo","sim","Recuperação do Lifting Facial | Dra. Amanda Schroeder","A recuperação não é apenas o número de dias até voltar ao trabalho. Edema, rotina, apoio, retornos e adaptação social precisam ser organizados.","Recuperação do lifting facial: o que planejar antes da cirurgia","11","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","9","11","4","4","16115","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-10","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/cicatrizes-cirurgia-de-mama/","conteudos/cicatrizes-cirurgia-de-mama/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/cicatrizes-cirurgia-de-mama/","permitida; sem noindex/X-Robots impeditivo","sim","Cicatrizes na Cirurgia de Mama | Dra. Amanda Schroeder","O desenho da cicatriz não é escolhido isoladamente. Ele resulta da quantidade de pele, posição da aréola, volume e remodelação necessária.","Cicatrizes na cirurgia de mama: o que determina o formato","9","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","7","11","4","4","14172","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-10","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/cirurgia-plastica-apos-emagrecimento/","conteudos/cirurgia-plastica-apos-emagrecimento/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/cirurgia-plastica-apos-emagrecimento/","permitida; sem noindex/X-Robots impeditivo","sim","Cirurgia Plástica após Emagrecimento | Dra. Amanda Schroeder","Após grande perda de peso, várias áreas podem incomodar ao mesmo tempo. O plano costuma ser mais seguro quando é construído por etapas.","Cirurgia plástica após emagrecimento: como organizar prioridades","9","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","6","12","4","4","14316","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-10","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/como-escolher-protese-de-mama/","conteudos/como-escolher-protese-de-mama/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/como-escolher-protese-de-mama/","permitida; sem noindex/X-Robots impeditivo","sim","Como Escolher a Prótese de Mama | Dra. Amanda Schroeder","A escolha não começa em um volume isolado. Base mamária, tórax, tecidos e preferência de resultado precisam conversar entre si.","Como é escolhida a prótese de mama: além do número de mililitros","9","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","6","11","4","4","14224","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-10","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/botox-preenchimento-bioestimulador/","conteudos/botox-preenchimento-bioestimulador/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/botox-preenchimento-bioestimulador/","permitida; sem noindex/X-Robots impeditivo","sim","Toxina botulínica, Preenchimento ou Bioestimulador | Dra. Amanda","Os três tratamentos não são versões diferentes da mesma coisa. Eles atuam sobre movimento, volume e qualidade dos tecidos.","Toxina botulínica, preenchimento ou bioestimulador: qual problema cada um trata","9","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","6","11","4","4","14444","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-10","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/consulta-cirurgia-plastica/","conteudos/consulta-cirurgia-plastica/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/consulta-cirurgia-plastica/","permitida; sem noindex/X-Robots impeditivo","sim","Como funciona a consulta de cirurgia plástica | Dra. Amanda","Veja o que acontece na consulta com a Dra. Amanda, o que está incluído, valor, formas de pagamento, avaliação, orçamento e próximos passos.","Como funciona a consulta com a Dra. Amanda.","9","MedicalWebPage|Article|Physician|FAQPage|BreadcrumbList","13","21","5","5","16491","12,77 MB de vídeo referenciado; preload=metadata","N/D individual","sem revisão/data visível detectável; mudança é editorial; risco de mídia","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/seguranca-cirurgia-plastica/","conteudos/seguranca-cirurgia-plastica/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/seguranca-cirurgia-plastica/","permitida; sem noindex/X-Robots impeditivo","sim","Segurança na cirurgia plástica: como o planejamento reduz riscos | Dra. Amanda Schroeder","Exames, anestesia, hospital, tempo cirúrgico, apoio e comunicação fazem parte de um plano seguro antes, durante e depois da cirurgia.","Segurança não começa no centro cirúrgico.","19","MedicalWebPage|Article|Physician","5","8","5","5","12228","5,18 MB de mídia referenciada; maior 5,13 MB; vídeo preload=none","N/D individual","sem revisão/data/fonte externa editorial detectável; mudança é editorial","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","adequação médica não inferida; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/naturalidade-envelhecimento/","conteudos/naturalidade-envelhecimento/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/naturalidade-envelhecimento/","permitida; sem noindex/X-Robots impeditivo","sim","Naturalidade e envelhecimento: quando cuidar não significa transformar | Dra. Amanda Schroeder","Prevenção, limites e respeito à identidade ajudam a construir resultados coerentes, sem perseguir padrões ou apagar a expressão individual.","Naturalidade e envelhecimento: quando cuidar não significa transformar","7","MedicalWebPage|Article|Physician","4","11","3","3","8064","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11; sem revisão/fonte externa detectável","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","mudança é editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/lipoenxertia-facial/","conteudos/lipoenxertia-facial/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/lipoenxertia-facial/","permitida; sem noindex/X-Robots impeditivo","sim","Lipoenxertia facial: como a gordura pode restaurar volumes | Dra. Amanda Schroeder","A gordura da própria paciente pode ser utilizada em áreas selecionadas do rosto, com planejamento de volume, integração aos tecidos e expectativas realistas.","Lipoenxertia facial: como a gordura pode restaurar volumes","6","MedicalWebPage|Article|Physician","3","11","3","3","7699","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11; sem revisão/fonte externa detectável","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","mudança é editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/papada-contorno-cervical/","conteudos/papada-contorno-cervical/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/papada-contorno-cervical/","permitida; sem noindex/X-Robots impeditivo","sim","Papada, flacidez e perda do contorno cervical: o que avaliar | Dra. Amanda Schroeder","Gordura, pele, músculo e projeção do queixo podem participar da perda de definição entre rosto e pescoço. Cada estrutura pede uma estratégia diferente.","Papada, flacidez e perda do contorno cervical: o que avaliar","6","MedicalWebPage|Article|Physician","1","11","3","3","7567","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11; só um inlink; sem revisão/fonte externa","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","não órfã; mudança é editorial; GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/cuidados-cicatrizacao-cirurgia/","conteudos/cuidados-cicatrizacao-cirurgia/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/cuidados-cicatrizacao-cirurgia/","permitida; sem noindex/X-Robots impeditivo","sim","Cuidados que interferem na cicatrização depois da cirurgia | Dra. Amanda Schroeder","Cicatrização depende da técnica, da biologia individual e dos cuidados após o procedimento. Conhecer fatores modificáveis ajuda a planejar uma recuperação mais segura.","Cuidados que interferem na cicatrização depois da cirurgia","6","MedicalWebPage|Article|Physician","4","11","3","3","7769","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11; sem revisão/fonte externa detectável","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","mudança é editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/privacidade/","privacidade/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/privacidade/","permitida; sem noindex/X-Robots impeditivo","sim","Política de Privacidade | Dra. Amanda Schroeder","Entenda como o site da Dra. Amanda Schroeder utiliza cookies, dados de navegação e canais de contato, além de como exercer seus direitos de privacidade.","Política de Privacidade e Cookies","8","nenhum","44","14","0","0","9829","nenhum arquivo local >5 MB referenciado","N/D individual","ausência de JSON-LD não é erro por si só","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
